X,Y
668.998,609.279
669.998,606.809
670.998,613.031
671.998,599.846
672.998,599.272
673.998,608.980
674.998,602.213
675.998,597.856
676.998,608.528
677.998,605.516
678.998,607.750
679.998,607.125
680.998,602.875
681.998,604.964
682.998,604.926
683.998,609.925
684.998,606.531
685.998,607.754
686.998,596.360
687.998,602.513
688.998,605.088
689.998,602.624
690.998,590.602
691.998,588.689
692.998,592.687
693.998,598.471
694.998,597.101
695.998,590.195
696.998,599.597
697.998,594.414
698.998,603.502
699.998,598.969
700.998,596.779
701.998,600.284
702.998,598.367
703.998,590.326
704.998,597.768
705.998,601.310
706.998,594.176
707.997,593.578
708.997,591.849
709.997,584.547
710.997,589.425
711.997,590.787
712.997,588.338
713.997,587.080
714.997,587.524
715.997,593.100
716.997,586.830
717.997,585.140
718.997,573.609
719.997,573.400
720.997,582.095
721.997,584.053
722.997,579.981
723.997,585.341
724.997,581.526
725.997,587.974
726.997,586.917
727.997,583.331
728.997,574.395
729.997,585.026
730.997,573.377
731.997,575.194
732.997,575.843
733.997,571.113
734.997,570.050
735.997,580.316
736.997,581.760
737.997,570.582
738.997,576.089
739.997,578.984
740.997,570.009
741.997,571.293
742.997,570.233
743.997,570.530
744.997,569.099
745.997,568.381
746.997,575.513
747.997,576.934
748.997,577.604
749.997,576.294
750.997,569.246
751.997,577.013
752.997,577.622
753.997,574.594
754.997,563.090
755.997,555.681
756.997,553.838
757.997,567.164
758.997,574.715
759.997,572.720
760.997,572.491
761.997,564.912
762.997,563.484
763.997,569.507
764.997,562.762
765.997,555.443
766.997,553.665
767.997,558.909
768.997,560.361
769.997,558.969
770.997,555.500
771.997,552.931
772.997,554.549
773.997,564.672
774.997,565.814
775.997,558.957
776.997,564.507
777.997,559.000
778.997,558.511
779.997,553.660
780.997,562.061
781.997,556.375
782.997,548.121
783.997,556.251
784.997,557.621
785.997,568.358
786.997,568.128
787.997,566.036
788.997,558.545
789.997,551.092
790.997,553.355
791.997,555.767
792.997,551.070
793.997,549.392
794.997,557.244
795.997,553.057
796.997,554.085
797.997,542.470
798.997,540.511
799.997,545.453
800.997,541.669
801.997,545.207
802.997,554.134
803.997,557.121
804.997,553.399
805.997,548.923
806.997,548.646
807.997,539.658
808.997,544.164
809.997,548.205
810.997,537.064
811.997,544.756
812.997,549.941
813.997,543.168
814.997,542.786
815.997,543.697
816.997,547.305
817.997,549.898
818.997,541.026
819.997,535.062
820.997,538.217
821.997,544.694
822.997,538.224
823.997,538.803
824.997,553.545
825.997,550.942
826.997,534.196
827.997,529.727
828.997,538.962
829.997,534.363
830.997,531.418
831.997,534.701
832.997,542.472
833.997,540.402
834.997,538.325
835.997,544.141
836.997,536.542
837.997,535.253
838.997,534.627
839.997,523.263
840.997,529.710
841.997,549.443
842.997,547.743
843.997,547.768
844.997,545.394
845.997,535.109
846.997,533.752
847.997,533.847
848.997,532.945
849.997,532.769
850.997,531.078
851.997,528.036
852.997,530.428
853.997,525.385
854.997,523.013
855.997,523.949
856.997,530.424
857.997,531.207
858.997,525.258
859.997,524.638
860.997,526.575
861.997,520.599
862.997,531.047
863.997,529.383
864.997,522.350
865.997,530.290
866.997,524.188
867.997,525.920
868.997,533.215
869.997,526.091
870.997,519.149
871.997,525.202
872.997,523.927
873.997,520.266
874.997,518.871
875.997,521.281
876.997,524.870
877.997,514.246
878.997,516.891
879.997,513.316
880.997,517.849
881.997,527.728
882.997,518.185
883.997,522.104
884.997,522.881
885.997,515.739
886.997,524.446
887.997,533.010
888.997,531.710
889.997,523.908
890.997,517.818
891.997,520.434
892.997,520.922
893.997,526.411
894.997,532.301
895.997,521.450
896.997,514.956
897.997,519.588
898.997,524.593
899.997,517.304
900.997,506.769
901.997,512.137
902.997,517.703
903.997,518.428
904.997,520.297
905.997,508.298
906.997,507.009
907.997,513.834
908.997,505.850
909.997,504.691
910.997,515.990
911.997,521.387
912.997,512.943
913.997,509.406
914.997,509.947
915.997,501.571
916.997,513.078
917.997,520.879
918.997,508.673
919.997,505.104
920.997,507.940
921.997,507.630
922.997,508.616
923.997,513.275
924.997,515.598
925.997,519.176
926.997,516.963
927.997,513.227
928.997,505.663
929.997,506.582
930.997,510.856
931.997,510.195
932.997,509.106
933.997,515.153
934.997,516.715
935.997,505.838
936.997,497.342
937.997,495.064
938.997,497.386
939.997,503.664
940.997,508.812
941.997,510.308
942.997,499.680
943.997,498.417
944.997,504.136
945.997,506.868
946.997,506.786
947.997,496.993
948.997,496.458
949.997,498.382
950.997,494.086
951.997,486.227
952.997,488.903
953.997,501.065
954.997,496.929
955.997,495.845
956.997,494.809
957.997,494.665
958.997,500.780
959.997,500.812
960.997,498.230
961.997,491.063
962.997,492.302
963.997,498.285
964.997,494.960
965.997,495.841
966.997,502.518
967.997,502.460
968.997,498.050
969.997,500.219
970.997,506.211
971.997,503.233
972.997,497.684
973.997,490.735
974.997,492.502
975.997,493.761
976.997,490.317
977.997,484.179
978.997,489.160
979.997,497.453
980.997,494.911
981.997,502.571
982.997,502.236
983.997,492.723
984.997,493.345
985.997,493.694
986.997,493.241
987.997,492.105
988.997,492.306
989.997,499.008
990.997,498.204
991.997,489.348
992.997,491.124
993.997,494.771
994.997,496.800
995.997,493.439
996.997,494.443
997.997,492.523
998.997,485.743
