# time[s], max intensity[AU], std
 265.65600,   0.00000,   0.00000
 266.03040,   0.00000,   0.00000
 266.40480,   0.00000,   0.00000
 266.77920,   0.00000,   0.00000
 267.15360,   0.00000,   0.00000
 267.52800,   0.00000,   0.00000
 267.90240,   0.00000,   0.00000
 268.27680,   0.00000,   0.00000
 268.65120,   0.00000,   0.00000
 269.02560,   0.00000,   0.00000
 269.40000,   0.00000,   0.00000
 269.77440,   0.00000,   0.00000
