X,Y
739.997,29.53968
740.997,28.95180
741.997,30.64462
742.997,29.87315
743.997,28.54081
744.997,28.44376
745.997,29.23079
746.997,30.19800
747.997,28.25986
748.997,28.66080
749.997,30.88947
750.997,31.37355
751.997,29.56971
752.997,27.61764
753.997,27.63029
754.997,28.41434
755.997,29.80849
756.997,31.78785
757.997,30.65477
758.997,30.06812
759.997,30.27460
760.997,30.21341
761.997,30.38034
762.997,31.02035
763.997,29.53605
764.997,28.07808
765.997,27.49440
766.997,26.57712
767.997,28.87083
768.997,30.78102
769.997,31.14110
770.997,31.31071
771.997,30.78404
772.997,30.05139
773.997,30.32511
774.997,30.03984
775.997,32.23506
776.997,31.23331
777.997,30.61107
778.997,29.19601
779.997,29.17530
780.997,31.05758
781.997,31.03174
782.997,29.18546
783.997,30.61819
784.997,31.60905
785.997,29.50804
786.997,27.97142
787.997,29.55182
788.997,29.18149
789.997,29.51129
790.997,29.88996
791.997,30.47105
792.997,30.98675
793.997,30.79799
794.997,29.70877
795.997,29.53262
796.997,29.48601
797.997,28.30520
798.997,28.31306
799.997,28.27659
800.997,29.55563
801.997,27.02362
802.997,27.67260
803.997,29.40309
804.997,27.59919
805.997,28.65866
806.997,30.73387
807.997,30.53279
808.997,31.01715
809.997,29.47705
810.997,28.90932
811.997,29.30825
812.997,29.17230
813.997,26.71340
814.997,28.09741
815.997,30.36985
816.997,29.82556
817.997,30.59600
818.997,29.79845
819.997,28.83078
820.997,29.68452
821.997,29.30529
822.997,30.61880
823.997,29.90115
824.997,29.50258
825.997,28.79020
826.997,28.62979
827.997,29.41076
828.997,29.49396
829.997,29.45342
830.997,29.50161
831.997,29.90639
832.997,29.92476
833.997,29.50290
834.997,28.67479
835.997,29.21397
836.997,30.56865
837.997,29.18103
838.997,30.36584
839.997,29.81247
840.997,29.66228
841.997,29.80366
842.997,29.48606
843.997,29.22128
844.997,28.16061
845.997,30.39164
846.997,32.74272
847.997,30.52530
848.997,27.85436
849.997,28.55869
850.997,29.43200
851.997,30.26282
852.997,30.95926
853.997,30.74770
854.997,28.61636
855.997,27.20073
856.997,28.68471
857.997,29.95442
858.997,30.15613
859.997,30.50637
860.997,30.01287
861.997,29.75635
862.997,30.27697
863.997,29.90824
864.997,29.09636
865.997,29.89888
866.997,32.16478
867.997,32.58192
868.997,30.06731
869.997,29.12002
870.997,29.60426
871.997,29.07150
872.997,28.33332
873.997,29.90168
874.997,28.06475
875.997,27.71315
876.997,30.33189
877.997,31.60889
878.997,31.19660
879.997,31.59560
880.997,31.45101
881.997,30.87835
882.997,32.14627
883.997,30.18466
884.997,28.78008
885.997,29.71328
886.997,29.66567
887.997,30.24202
888.997,29.43611
889.997,29.18069
890.997,29.77808
891.997,30.62827
892.997,29.81893
893.997,29.15928
894.997,29.97246
895.997,29.47881
896.997,29.53036
897.997,31.55028
898.997,31.21438
899.997,30.61339
900.997,30.75419
901.997,29.08219
902.997,29.83466
903.997,31.20052
904.997,29.57774
905.997,28.50189
906.997,28.01518
907.997,27.94399
908.997,29.86473
909.997,29.90800
910.997,30.19939
911.997,32.80130
912.997,31.57888
913.997,29.43276
914.997,29.63404
915.997,29.97525
916.997,29.26439
917.997,28.88924
918.997,29.80052
919.997,30.28060
920.997,29.67162
921.997,29.12679
922.997,29.45214
923.997,30.15625
924.997,31.66769
925.997,29.33194
926.997,27.66104
927.997,30.46634
928.997,30.51603
929.997,28.92554
930.997,29.20721
931.997,29.00475
932.997,29.03530
933.997,29.29170
934.997,29.72484
935.997,29.72431
936.997,29.10959
937.997,29.43692
938.997,30.28866
939.997,30.93448
940.997,30.20931
941.997,28.62663
942.997,27.74651
943.997,28.06448
944.997,30.01061
945.997,28.19169
946.997,28.90356
947.997,31.19194
948.997,30.18632
949.997,30.75701
950.997,31.67744
951.997,30.47824
952.997,30.50206
953.997,30.78692
954.997,31.74823
955.997,31.81271
956.997,29.88638
957.997,29.85988
958.997,29.52972
959.997,29.89097
960.997,30.89643
961.997,30.98157
962.997,30.53488
963.997,29.30276
964.997,28.46442
965.997,29.54231
966.997,29.04198
967.997,28.02368
968.997,29.00771
969.997,28.20296
970.997,27.93593
971.997,29.15098
972.997,30.14389
973.997,29.72728
974.997,31.35297
975.997,32.48306
976.997,29.93500
977.997,29.14875
978.997,28.36306
979.997,29.29569
980.997,30.36878
981.997,30.21098
982.997,29.69075
983.997,28.29650
984.997,29.09184
985.997,30.49452
986.997,31.71217
987.997,31.79606
988.997,31.99804
989.997,29.77642
990.997,27.63362
991.997,29.33276
992.997,30.24918
993.997,29.85531
994.997,30.02754
995.997,30.15386
996.997,30.53341
997.997,30.62449
998.997,30.29946
