X,Y
321.999,565.433
322.999,537.615
323.999,615.090
324.999,471.544
325.999,507.341
326.999,549.911
327.999,414.996
328.999,466.023
329.999,529.381
330.999,590.828
331.999,586.635
332.999,562.912
333.999,548.382
334.999,489.186
335.999,620.915
336.999,535.437
337.999,444.333
338.999,417.612
339.999,378.633
340.999,595.500
341.999,544.833
342.999,470.071
343.999,561.906
344.999,451.149
345.999,424.798
346.999,509.203
347.999,510.299
348.999,424.778
349.999,543.074
350.999,493.697
351.999,607.065
352.999,575.314
353.999,482.333
354.999,500.213
355.999,608.290
356.999,493.018
357.999,488.059
358.999,502.744
359.999,457.848
360.999,581.121
361.999,545.594
362.999,491.456
363.999,464.886
364.999,483.177
365.999,535.058
366.999,575.088
367.999,518.351
368.999,610.863
369.999,534.169
370.999,485.314
371.999,462.216
372.999,515.245
373.999,592.893
374.999,561.719
375.999,640.873
376.999,622.309
377.999,581.846
378.999,548.422
379.999,453.100
380.999,577.336
381.999,689.020
382.999,496.468
383.999,559.625
384.999,587.795
385.999,480.427
386.999,504.087
387.999,528.173
388.999,553.804
389.999,368.982
390.999,460.285
391.999,543.758
392.999,501.250
393.999,569.770
394.999,747.534
395.999,631.027
396.999,584.085
397.999,489.797
398.999,630.734
399.999,607.828
400.999,560.057
401.999,473.316
402.999,431.434
403.999,506.921
404.999,479.594
405.999,559.052
406.999,559.566
407.999,544.513
408.999,562.905
409.999,604.159
410.999,505.739
411.999,462.043
412.999,443.030
413.999,642.058
414.999,586.029
415.999,615.929
416.999,444.880
417.999,528.749
418.999,614.441
419.999,694.974
420.999,599.583
421.999,727.748
422.999,541.154
423.999,562.698
424.999,594.294
425.999,590.999
426.999,523.887
427.999,487.913
428.999,410.702
429.999,570.510
430.999,505.420
431.999,705.741
432.998,737.135
433.998,535.459
434.998,653.342
435.998,686.582
436.998,711.681
437.998,664.547
438.998,665.975
439.998,564.786
440.998,519.514
441.998,546.139
442.998,515.603
443.998,638.520
444.998,613.544
445.998,631.419
446.998,640.274
447.998,601.059
448.998,664.439
449.998,626.048
450.998,747.316
451.998,523.080
452.998,570.882
453.998,552.128
454.998,602.473
455.998,562.582
456.998,507.360
457.998,569.222
458.998,629.087
459.998,710.071
460.998,574.957
461.998,535.318
462.998,511.554
463.998,555.052
464.998,649.611
465.998,769.862
466.998,633.381
467.998,515.095
468.998,636.978
469.998,511.572
470.998,605.628
471.998,563.861
472.998,601.121
473.998,722.059
474.998,628.985
475.998,633.725
476.998,621.536
477.998,669.865
478.998,535.912
479.998,754.520
480.998,916.217
481.998,639.109
482.998,575.501
483.998,750.972
484.998,677.584
485.998,624.728
486.998,611.874
487.998,589.414
488.998,525.417
489.998,585.410
490.998,634.265
491.998,609.910
492.998,472.127
493.998,430.710
494.998,576.795
495.998,545.255
496.998,511.202
497.998,426.411
498.998,640.062
499.998,818.131
500.998,726.607
501.998,790.944
502.998,676.581
503.998,537.804
504.998,576.373
505.998,627.791
506.998,613.348
507.998,589.719
508.998,514.854
509.998,661.976
510.998,531.338
511.998,635.941
512.998,559.336
513.998,531.527
514.998,456.818
515.998,545.769
516.998,762.134
517.998,657.138
518.998,525.897
519.998,591.108
520.998,566.501
521.998,574.819
522.998,528.393
523.998,510.340
524.998,549.272
525.998,533.696
526.998,519.145
527.998,503.372
528.998,585.324
529.998,786.454
530.998,605.985
531.998,621.887
532.998,618.652
533.998,649.987
534.998,632.860
535.998,652.374
536.998,713.708
537.998,612.917
538.998,530.469
539.998,599.461
540.998,650.350
541.998,644.894
542.998,667.850
543.998,706.535
544.998,616.032
545.998,639.306
546.998,523.096
547.998,575.737
548.998,585.232
549.998,573.486
550.998,611.625
551.998,581.853
552.998,618.492
553.998,751.722
554.998,816.222
555.998,702.935
556.998,687.012
557.998,696.135
558.998,632.055
559.998,595.909
560.998,567.202
561.998,750.176
562.998,622.599
563.998,609.989
564.998,663.996
565.998,567.166
566.998,634.393
567.998,733.392
568.998,620.132
569.998,651.425
570.998,816.852
571.998,667.866
572.998,639.947
573.998,612.318
574.998,639.223
575.998,646.291
576.998,587.577
577.998,628.113
578.998,603.045
579.998,768.409
580.998,661.815
581.998,580.373
582.998,667.541
583.998,664.773
584.998,611.613
585.998,709.908
586.998,709.952
587.998,724.615
588.998,760.920
589.998,779.504
590.998,687.162
591.998,616.148
592.998,724.689
593.998,654.976
594.998,799.339
595.998,763.466
596.998,750.775
597.998,680.243
598.998,683.077
599.998,623.095
600.998,528.729
601.998,545.745
602.998,793.371
603.998,734.130
604.998,700.565
605.998,703.495
606.998,567.252
607.998,688.139
608.998,654.040
609.998,741.434
610.998,649.611
611.998,646.468
612.998,718.547
613.998,708.129
614.998,675.952
615.998,641.185
616.998,637.653
617.998,767.132
618.998,578.199
619.998,688.589
620.998,647.645
621.998,617.100
622.998,733.042
623.998,813.229
624.998,610.690
625.998,622.398
626.998,637.046
627.998,664.161
628.998,613.654
629.998,714.573
630.998,720.076
631.998,653.468
632.998,666.659
633.998,658.140
634.998,647.166
635.998,709.711
636.998,720.348
637.998,726.970
638.998,636.636
639.998,499.195
640.998,575.856
641.998,637.753
642.998,731.581
643.998,744.201
644.998,698.563
645.998,710.075
646.998,719.712
647.998,753.575
648.998,765.789
649.998,777.911
650.998,668.577
651.998,715.172
652.998,686.899
653.998,735.679
654.998,903.065
655.998,616.844
656.998,618.036
657.998,628.346
658.998,551.738
659.998,583.876
660.998,781.710
661.998,707.640
662.998,660.091
663.998,670.753
664.998,707.875
665.998,677.169
666.998,749.040
667.998,693.578
668.998,713.731
669.998,789.463
670.998,757.009
671.998,775.086
672.998,736.993
673.998,584.572
674.998,567.556
675.998,713.869
676.998,748.648
677.998,779.751
678.998,684.773
679.998,820.101
680.998,796.566
681.998,670.493
682.998,642.323
683.998,661.757
684.998,570.224
685.998,536.702
686.998,810.716
687.998,698.610
688.998,637.706
689.998,722.778
690.998,720.380
691.998,645.582
692.998,618.839
693.998,631.589
694.998,678.898
695.998,688.550
696.998,674.950
697.998,665.080
698.998,615.292
699.998,609.575
700.998,578.057
701.998,680.469
702.998,726.895
703.998,555.854
704.998,678.772
705.998,733.906
706.998,604.008
707.997,612.801
708.997,689.382
709.997,693.755
710.997,741.513
711.997,591.426
712.997,645.102
713.997,794.463
714.997,709.883
715.997,703.963
716.997,786.065
717.997,667.647
718.997,647.555
719.997,830.403
720.997,779.105
721.997,743.972
722.997,756.735
723.997,780.568
724.997,743.552
725.997,700.170
726.997,598.536
727.997,642.277
728.997,670.084
729.997,614.023
730.997,799.399
731.997,745.820
732.997,700.834
733.997,669.102
734.997,622.337
735.997,593.951
736.997,601.990
737.997,612.982
738.997,655.103
739.997,684.935
740.997,646.215
741.997,635.122
742.997,733.242
743.997,764.832
744.997,805.914
745.997,698.975
746.997,750.649
747.997,739.361
748.997,692.891
749.997,580.741
750.997,626.002
751.997,731.960
752.997,644.708
753.997,561.196
754.997,603.404
755.997,724.987
756.997,684.227
757.997,754.925
758.997,750.585
759.997,748.578
760.997,683.606
761.997,827.974
762.997,727.937
763.997,692.444
764.997,808.682
765.997,694.684
766.997,693.933
767.997,707.424
768.997,691.999
769.997,646.216
770.997,617.143
771.997,707.750
772.997,737.831
773.997,749.934
774.997,843.504
775.997,814.366
776.997,703.565
777.997,597.792
778.997,581.576
779.997,559.078
780.997,688.698
781.997,667.196
782.997,704.308
783.997,837.552
784.997,849.948
785.997,838.537
786.997,720.038
787.997,800.796
788.997,649.808
789.997,682.096
790.997,765.267
791.997,688.336
792.997,656.805
793.997,567.600
794.997,620.689
795.997,753.981
796.997,715.004
797.997,621.459
798.997,702.966
799.997,633.474
800.997,649.018
801.997,745.458
802.997,754.448
803.997,625.243
804.997,650.994
805.997,703.928
806.997,782.318
807.997,687.613
808.997,758.696
809.997,737.246
810.997,633.471
811.997,681.494
812.997,666.613
813.997,636.057
814.997,700.801
815.997,739.370
816.997,673.387
817.997,644.787
818.997,673.835
819.997,758.492
820.997,777.682
821.997,730.319
822.997,793.490
823.997,762.262
824.997,739.950
825.997,728.449
826.997,751.525
827.997,709.207
828.997,609.266
829.997,696.321
830.997,723.088
831.997,666.555
832.997,649.875
833.997,723.110
834.997,746.740
835.997,644.865
836.997,669.851
837.997,664.668
838.997,617.798
839.997,657.193
840.997,662.010
841.997,725.498
842.997,750.899
843.997,717.039
844.997,702.953
845.997,777.975
846.997,696.680
847.997,604.257
848.997,687.820
849.997,778.152
850.997,757.970
851.997,777.242
852.997,726.032
853.997,748.242
854.997,824.485
855.997,724.599
856.997,724.024
857.997,615.813
858.997,667.669
859.997,753.191
860.997,737.916
861.997,737.310
862.997,590.860
863.997,508.572
864.997,628.955
865.997,674.805
866.997,570.543
867.997,659.486
868.997,815.097
869.997,738.706
870.997,676.275
871.997,659.398
872.997,537.665
873.997,617.590
874.997,898.903
875.997,899.421
876.997,643.689
877.997,662.600
878.997,659.193
879.997,622.431
880.997,698.206
881.997,764.904
882.997,660.806
883.997,540.452
884.997,637.402
885.997,716.694
886.997,757.920
887.997,753.218
888.997,770.650
889.997,725.061
890.997,711.041
891.997,663.822
892.997,728.111
893.997,770.949
894.997,752.444
895.997,708.892
896.997,714.305
897.997,779.611
898.997,707.106
899.997,639.427
900.997,681.096
901.997,686.665
902.997,727.255
903.997,713.817
904.997,684.195
905.997,661.008
906.997,612.139
907.997,584.376
908.997,721.874
909.997,727.139
910.997,647.490
911.997,828.592
912.997,916.624
913.997,865.234
914.997,740.572
915.997,677.163
916.997,753.499
917.997,715.503
918.997,655.002
919.997,722.493
920.997,725.717
921.997,671.435
922.997,574.675
923.997,629.685
924.997,701.685
925.997,734.511
926.997,722.279
927.997,732.820
928.997,726.995
929.997,670.564
930.997,631.192
931.997,762.188
932.997,822.682
933.997,751.191
934.997,762.546
935.997,813.615
936.997,799.334
937.997,722.033
938.997,641.778
939.997,569.583
940.997,602.952
941.997,679.513
942.997,834.062
943.997,869.787
944.997,686.571
945.997,593.347
946.997,735.129
947.997,755.689
948.997,679.947
949.997,729.151
950.997,728.330
951.997,749.396
952.997,864.222
953.997,725.825
954.997,585.044
955.997,714.384
956.997,702.074
957.997,708.829
958.997,765.330
959.997,738.710
960.997,686.754
961.997,657.947
962.997,703.888
963.997,686.229
964.997,706.782
965.997,608.701
966.997,658.600
967.997,776.406
968.997,628.032
969.997,594.318
970.997,751.149
971.997,748.942
972.997,592.772
973.997,643.204
974.997,711.798
975.997,725.632
976.997,734.465
977.997,713.097
978.997,780.620
979.997,919.555
980.997,868.785
981.997,653.808
982.997,659.133
983.997,774.931
984.997,785.477
985.997,816.836
986.997,866.628
987.997,831.011
988.997,729.721
989.997,702.001
990.997,679.012
991.997,767.088
992.997,809.734
993.997,656.335
994.997,682.665
995.997,793.671
996.997,824.688
997.997,850.488
998.997,813.819
