# time[s], max intensity ch1[AU], max intensity ch2[AU], max intensity ch3[AU]
 -58.54560,   0.00000,  17.10092, 134.33710
 -58.17120,   0.00000,  17.10092, 134.40949
 -57.79680,   0.00000,  17.34270, 134.42601
 -57.42240,   0.00000,  17.77573, 134.42991
 -57.04800,   0.00000,  17.88725, 134.47601
 -56.67360,   0.00000,  18.00733, 134.47601
 -56.29920,   0.00000,  18.01547, 134.49087
 -55.92480,   0.00000,  18.01547, 134.47601
 -55.55040,   0.00000,  18.01547, 134.47601
 -55.17600,   0.00000,  18.01547, 134.47601
 -54.80160,   0.00000,  18.01547, 134.42991
 -54.42720,   0.00000,  18.01547, 134.42991
 -54.05280,   0.00000,  18.01547, 134.42601
 -53.67840,   0.00000,  18.01547, 134.42601
 -53.30400,   0.00000,  18.01547, 134.47601
 -52.92960,   0.00000,  18.01547, 134.42601
 -52.55520,   0.00000,  18.01547, 134.47601
 -52.18080,   0.00000,  18.01547, 134.49087
 -51.80640,   0.00000,  18.00733, 134.49087
 -51.43200,   0.00000,  17.77573, 134.47601
 -51.05760,   0.00000,  17.34270, 134.47601
 -50.68320,   0.00000,  17.34270, 134.42601
 -50.30880,   0.00000,  17.34270, 134.42601
 -49.93440,   0.00000,  17.34270, 134.42601
 -49.56000,   0.00000,  17.34270, 134.42601
 -49.18560,   0.00000,  17.34270, 134.55543
 -48.81120,   0.00000,  17.34270, 134.61808
 -48.43680,   0.00000,  17.34270, 134.76212
 -48.06240,   0.00000,  17.34270, 134.76212
 -47.68800,   0.00000,  17.77573, 134.76212
 -47.31360,   0.00000,  17.77573, 134.61808
 -46.93920,   0.00000,  17.77573, 134.61808
 -46.56480,   0.00000,  17.77573, 134.61808
 -46.19040,   0.00000,  18.00733, 134.76212
 -45.81600,   0.00000,  18.01547, 134.83839
 -45.44160,   0.00000,  18.35295, 134.83839
 -45.06720,   0.00000,  18.36043, 134.85904
 -44.69280,   0.00000,  18.79305, 134.93919
 -44.31840,   0.00000,  18.79305, 134.95316
 -43.94400,  -1.16688,  18.97290, 135.28992
 -43.56960,  -1.16688,  18.97290, 135.55163
 -43.19520,  -1.16688,  18.97290, 135.85607
 -42.82080,  -1.16688,  18.97290, 137.06892
 -42.44640,   0.00000,  18.97290, 137.15954
 -42.07200,   0.00000,  18.97290, 137.19775
 -41.69760,   0.00000,  18.98650, 137.28601
 -41.32320,   0.00000,  18.98650, 137.28694
 -40.94880,   0.00000,  18.99504, 137.64635
 -40.57440,   0.00000,  18.99504, 137.74966
 -40.20000,   0.00000,  18.99504, 137.95878
 -39.82560,   0.00000,  18.99504, 138.33723
 -39.45120,   0.00000,  18.99504, 138.33723
 -39.07680,   0.00000,  18.99504, 138.33723
 -38.70240,   0.00000,  18.99504, 138.33723
 -38.32800,   0.00000,  18.99504, 138.36804
 -37.95360,   0.00000,  18.99504, 138.36804
 -37.57920,   0.00000,  18.99504, 138.36804
 -37.20480,   0.00000,  19.30362, 138.57764
 -36.83040,   0.00000,  19.49380, 138.72514
 -36.45600,   0.00000,  19.80963, 138.87257
 -36.08160,   0.00000,  19.83292, 138.87257
 -35.70720,   0.00000,  19.93714, 138.87257
 -35.33280,   0.00000,  20.62971, 138.88553
 -34.95840,   0.00000,  20.63823, 138.98896
 -34.58400,   0.00000,  20.97585, 138.98896
 -34.20960,   0.00000,  20.97585, 138.98896
 -33.83520,   0.00000,  21.04031, 139.09848
 -33.46080,   0.00000,  21.11914, 139.11330
 -33.08640,   2.72342,  21.30468, 139.36325
 -32.71200,   2.72342,  21.36505, 139.37259
 -32.33760,   0.00000,  21.43286, 139.51484
 -31.96320,   0.00000,  21.47494, 139.51484
 -31.58880,   0.00000,  22.21844, 139.51484
 -31.21440,   0.00000,  22.21844, 139.51255
 -30.84000,   0.00000,  21.47494, 139.37259
 -30.46560,   0.00000,  21.43286, 139.36325
 -30.09120,   0.00000,  21.36505, 139.11330
 -29.71680,   0.00000,  21.30468, 138.58330
 -29.34240,   0.00000,  21.08372, 137.95878
 -28.96800,   0.00000,  21.08372, 137.95878
 -28.59360,   0.00000,  21.30468, 137.95878
 -28.21920,   0.00000,  21.30468, 137.74966
 -27.84480,   0.00000,  21.36505, 137.95878
 -27.47040,   0.00000,  21.36505, 137.91004
 -27.09600,   0.00000,  24.21569, 137.94804
 -26.72160,   0.00000,  24.34345, 137.94804
 -26.34720,   0.00000,  24.50900, 137.95878
 -25.97280,   0.00000,  24.50900, 137.95878
 -25.59840,   0.00000,  24.50900, 138.12229
 -25.22400,   0.00000,  24.50900, 137.95878
 -24.84960,   0.00000,  24.50900, 137.95878
 -24.47520,   0.00000,  24.50900, 137.94804
 -24.10080,   0.00000,  24.50900, 137.94804
 -23.72640,   0.00000,  24.52229, 137.94804
 -23.35200,   0.00000,  24.52229, 137.91004
 -22.97760,   0.00000,  24.52229, 137.83343
 -22.60320,   0.00000,  24.79517, 137.70176
 -22.22880,   0.00000,  24.88761, 137.58198
 -21.85440,   0.00000,  24.88761, 137.25799
 -21.48000,   0.00000,  24.88761, 136.98190
 -21.10560,   0.00000,  24.88761, 136.55838
 -20.73120,   0.00000,  25.43465, 136.55838
 -20.35680,   0.00000,  25.44565, 136.55838
 -19.98240,   0.00000,  25.60017, 136.98190
 -19.60800,   0.00000,  25.71662, 136.87732
 -19.23360,   0.00000,  25.60017, 136.87732
 -18.85920,   0.00000,  25.60017, 136.98190
 -18.48480,   0.00000,  25.60017, 136.87732
 -18.11040,   2.44181,  25.48650, 136.85659
 -17.73600,   2.44181,  25.44565, 136.35737
 -17.36160,   2.79134,  25.43465, 136.85659
 -16.98720,   3.14384,  24.85157, 136.87732
 -16.61280,   3.14384,  24.52229, 136.87732
 -16.23840,   3.14384,  24.50900, 136.87732
 -15.86400,   2.79134,  24.46658, 136.87732
 -15.48960,   2.79134,  24.46658, 136.87732
 -15.11520,   3.14384,  24.21569, 136.85659
 -14.74080,   3.14384,  23.94644, 136.84203
 -14.36640,   3.14384,  23.87899, 136.84203
 -13.99200,   3.24614,  23.45659, 136.84203
 -13.61760,   3.29521,  23.45659, 136.78465
 -13.24320,   3.49480,  23.45659, 136.70555
 -12.86880,   3.76631,  23.45659, 136.70555
 -12.49440,   3.76631,  23.87617, 136.70555
 -12.12000,   3.95501,  23.87899, 136.70555
 -11.74560,   3.96571,  23.94644, 136.78465
 -11.37120,   3.96571,  23.94644, 136.84199
 -10.99680,   3.96571,  23.94644, 136.84203
 -10.62240,   3.95501,  23.94644, 136.84203
 -10.24800,   3.76631,  23.94644, 136.84203
  -9.87360,   3.95501,  23.87899, 136.84203
  -9.49920,   3.96571,  23.87617, 136.84203
  -9.12480,   4.21644,  23.45659, 136.84203
  -8.75040,   4.37822,  23.16950, 136.84203
  -8.37600,   4.37887,  23.16950, 136.84203
  -8.00160,   4.37887,  23.16950, 136.85659
  -7.62720,   4.37887,  23.16950, 136.85659
  -7.25280,   4.87612,  23.34043, 136.87732
  -6.87840,   4.89165,  23.34043, 136.87732
  -6.50400,   4.87612,  23.45659, 136.89091
  -6.12960,   4.87612,  23.45659, 136.89091
  -5.75520,   4.37887,  23.45659, 136.89091
  -5.38080,   4.37822,  23.87617, 136.98190
  -5.00640,   4.37822,  23.87617, 137.00543
  -4.63200,   4.37822,  24.41246, 137.01241
  -4.25760,   4.37822,  24.85157, 137.07002
  -3.88320,   4.37887,  24.41246, 137.07002
  -3.50880,   4.37822,  23.87617, 137.07002
  -3.13440,   4.21644,  23.87617, 137.07002
  -2.76000,   4.21644,  23.87617, 137.07002
  -2.38560,   4.11829,  23.34043, 137.07002
  -2.01120,   4.11829,  23.07872, 137.07002
  -1.63680,   4.11829,  23.07872, 137.07002
  -1.26240,   4.21644,  23.07872, 137.07002
  -0.88800,   4.21644,  23.07872, 137.07002
  -0.51360,   4.21644,  23.34043, 137.07002
  -0.13920,   4.21644,  23.34043, 137.04791
   0.23520,   4.21644,  23.34043, 137.04791
   0.60960,   4.21644,  23.34043, 137.04791
   0.98400,   4.37822,  23.87617, 137.04791
   1.35840,   4.37822,  24.41246, 137.01241
   1.73280,   4.37822,  25.02550, 136.89091
   2.10720,   4.37822,  25.05040, 136.84203
   2.48160,   4.87612,  25.23350, 136.84199
   2.85600,   4.89165,  25.24598, 136.84199
   3.23040,   4.89165,  25.64668, 136.78465
   3.60480,   4.89165,  25.77089, 136.78465
   3.97920,   4.89165,  25.77089, 136.78465
   4.35360,   4.80450,  25.85963, 136.60687
   4.72800,   4.30260,  25.87164, 136.60228
   5.10240,   4.30260,  26.10580, 136.53438
   5.47680,   4.21644,  26.10580, 136.43997
   5.85120,   4.21644,  26.10580, 136.43565
   6.22560,   4.30260,  26.10580, 136.43565
   6.60000,   4.30260,  26.10580, 136.04151
   6.97440,   4.47295,  26.47772, 135.89535
   7.34880,   4.80450,  26.51683, 135.40986
   7.72320,   4.80450,  26.58215, 135.15284
   8.09760,   4.87405,  26.61420, 134.94733
   8.47200,   4.89165,  26.63390, 134.80173
   8.84640,   4.89165,  26.63390, 134.49731
   9.22080,   4.87405,  26.63390, 134.48595
   9.59520,   4.80450,  26.69257, 134.24168
   9.96960,   4.47295,  26.69257, 134.16555
  10.34400,   4.45214,  26.69257, 134.15502
  10.71840,   4.30260,  26.69257, 134.13876
  11.09280,   4.11829,  26.69257, 133.95753
  11.46720,   3.90343,  26.69257, 133.75617
  11.84160,   3.80687,  26.69257, 133.70026
  12.21600,   3.65380,  26.69257, 133.50711
  12.59040,   3.65380,  26.69257, 133.47933
  12.96480,   3.80687,  26.69257, 133.36491
  13.33920,   3.90343,  26.69257, 133.31483
  13.71360,   3.90343,  26.96496, 133.23135
  14.08800,   4.09748,  27.14709, 133.16741
  14.46240,   4.09748,  27.42479, 132.90820
  14.83680,   4.09748,  27.56530, 132.89144
  15.21120,   4.30260,  27.56530, 132.87812
  15.58560,   4.45214,  27.56530, 132.76837
  15.96000,   4.47295,  27.56530, 132.72142
  16.33440,   4.80450,  27.73570, 132.55127
  16.70880,   4.80450,  27.88027, 132.52640
  17.08320,   4.80450,  27.99937, 132.26862
  17.45760,   4.80450,  28.13889, 132.24668
  17.83200,   4.87405,  28.24981, 132.17512
  18.20640,   4.87405,  28.41296, 132.09135
  18.58080,   4.87405,  28.60918, 132.07767
  18.95520,   5.19511,  28.60918, 132.01369
  19.32960,   5.19511,  28.60918, 131.97255
  19.70400,   4.87405,  28.60918, 131.97255
  20.07840,   4.80450,  28.60918, 131.74586
  20.45280,   4.69538,  28.86692, 131.74586
  20.82720,   4.47295,  28.86692, 131.66653
  21.20160,   4.45214,  28.86692, 131.63032
  21.57600,   4.30260,  28.86692, 131.62585
  21.95040,   4.09748,  28.86692, 131.60597
  22.32480,   4.09748,  28.86692, 131.52786
  22.69920,   3.90343,  28.86692, 131.50514
  23.07360,   3.80687,  28.86692, 131.48525
  23.44800,   3.80687,  28.86692, 131.46806
  23.82240,   3.65380,  28.86692, 131.06562
  24.19680,   3.65380,  28.86692, 130.42179
  24.57120,   3.65175,  28.98497, 130.03375
  24.94560,   3.65175,  28.98497, 130.02394
  25.32000,   3.59351,  28.98497, 129.96872
  25.69440,   3.47156,  28.98497, 129.86043
  26.06880,   3.47156,  29.38548, 129.69687
  26.44320,   3.47156,  29.38548, 129.61529
  26.81760,   3.47156,  29.39437, 129.26990
  27.19200,   3.47156,  30.36283, 129.02536
  27.56640,   3.43361,  31.28676, 128.77686
  27.94080,   3.43361,  31.40686, 128.69552
  28.31520,   3.43361,  32.11378, 128.25929
  28.68960,   3.47156,  32.46913, 128.24289
  29.06400,   3.47156,  32.97389, 128.20244
  29.43840,   3.57236,  34.01137, 127.48318
  29.81280,   3.47156,  34.21008, 127.32433
  30.18720,   3.47156,  34.35287, 127.07997
  30.56160,   3.47156,  34.35287, 126.96431
  30.93600,   3.57236,  34.35287, 126.94262
  31.31040,   3.65175,  34.35287, 126.89270
  31.68480,   3.65175,  34.35287, 126.81099
  32.05920,   3.65175,  34.35287, 126.62335
  32.43360,   4.06954,  34.44672, 126.41273
  32.80800,   3.57236,  34.35287, 126.10996
  33.18240,   4.06954,  34.40623, 125.42345
  33.55680,   4.06954,  34.44672, 124.97368
  33.93120,   4.06954,  34.91326, 124.20489
  34.30560,   4.06954,  34.98936, 124.03888
  34.68000,   4.06954,  34.98936, 123.75549
  35.05440,   4.06954,  34.98936, 123.48799
  35.42880,   4.65373,  34.98936, 123.40470
  35.80320,   4.69538,  34.98936, 122.55736
  36.17760,   4.69538,  34.91326, 122.50806
  36.55200,   4.69538,  34.91326, 122.38462
  36.92640,   4.69538,  34.98936, 122.26465
  37.30080,   4.95401,  34.65988, 122.16146
  37.67520,   4.95401,  34.44672, 122.15957
  38.04960,   4.95401,  34.40623, 122.13046
  38.42400,   5.30569,  34.40623, 122.03030
  38.79840,   5.35620,  34.40623, 121.88374
  39.17280,   5.40854,  34.44672, 121.83666
  39.54720,   5.68976,  34.65988, 121.76255
  39.92160,   5.79230,  34.98936, 121.53888
  40.29600,   5.79230,  34.99590, 121.39412
  40.67040,   5.79230,  35.05631, 121.30626
  41.04480,   5.79230,  35.33150, 121.30626
  41.41920,   5.79230,  35.33150, 121.25068
  41.79360,   5.79230,  35.43879, 121.15749
  42.16800,   5.79230,  35.43879, 121.06589
  42.54240,   5.94678,  35.43879, 120.93528
  42.91680,   6.08482,  35.43879, 120.86532
  43.29120,   6.08482,  35.50539, 120.81938
  43.66560,   6.08482,  35.51908, 120.80481
  44.04000,   6.10950,  35.71583, 120.64506
  44.41440,   6.44327,  36.07981, 120.63542
  44.78880,   6.44327,  36.07981, 120.57458
  45.16320,   6.44327,  36.07981, 120.41022
  45.53760,   6.44327,  36.07981, 120.35962
  45.91200,   6.44327,  36.07981, 120.11992
  46.28640,   6.44327,  36.09167, 119.83535
  46.66080,   6.41561,  36.09167, 119.79622
  47.03520,   6.41561,  35.85046, 119.76991
  47.40960,   6.41561,  35.71583, 119.15294
  47.78400,   6.41561,  35.51908, 119.09542
  48.15840,   6.25098,  35.51908, 118.93147
  48.53280,   6.25098,  35.51289, 118.87316
  48.90720,   6.25098,  35.51289, 118.48837
  49.28160,   6.25098,  35.51289, 118.48002
  49.65600,   6.25098,  35.51289, 118.36444
  50.03040,   6.41561,  35.51289, 118.32347
  50.40480,   6.44327,  35.51289, 118.30220
  50.77920,   6.44327,  35.51289, 118.30220
  51.15360,   6.41561,  35.50539, 118.27888
  51.52800,   6.44327,  35.50539, 118.27888
  51.90240,   6.41561,  35.51289, 118.22503
  52.27680,   6.41561,  35.51908, 118.13080
  52.65120,   6.25098,  35.71583, 117.65493
  53.02560,   6.18323,  35.85046, 117.38902
  53.40000,   6.18323,  35.88888, 117.21026
  53.77440,   6.18323,  36.09167, 116.76771
  54.14880,   6.18323,  36.39849, 116.74015
  54.52320,   6.18323,  36.71440, 116.70525
  54.89760,   5.55111,  36.98601, 116.03807
  55.27200,   5.50162,  37.09335, 115.99764
  55.64640,   5.39939,  37.18570, 115.89159
  56.02080,   5.39939,  37.18570, 115.71211
  56.39520,   5.17686,  37.33233, 115.37680
  56.76960,   5.17686,  37.45157, 115.17641
  57.14400,   5.17686,  37.55012, 115.15710
  57.51840,   5.17686,  37.56984, 115.11006
  57.89280,   5.17686,  37.76618, 115.01073
  58.26720,   5.17686,  37.82172, 114.64845
  58.64160,   5.17686,  37.82172, 114.59032
  59.01600,   5.39939,  37.82172, 114.56082
  59.39040,   5.50162,  37.76618, 114.52398
  59.76480,   5.55111,  37.82172, 114.41372
  60.13920,   5.59636,  37.82172, 114.38423
  60.51360,   6.16277,  37.82879, 114.38177
  60.88800,   6.18323,  38.20396, 114.36395
  61.26240,   6.18323,  38.26687, 114.23977
  61.63680,   6.16277,  38.30330, 114.20756
  62.01120,   6.18323,  38.47756, 114.18068
  62.38560,   6.18323,  38.49193, 114.10646
  62.76000,   6.18323,  38.52828, 113.30944
  63.13440,   6.18323,  38.57173, 113.19637
  63.50880,   6.18323,  38.69049, 113.16050
  63.88320,   6.16277,  38.69049, 113.01779
  64.25760,   6.16277,  38.74650, 112.96629
  64.63200,   6.14276,  38.91501, 112.91603
  65.00640,   6.16277,  39.16757, 112.86912
  65.38080,   6.18323,  39.21890, 112.86773
  65.75520,   6.18323,  39.36782, 112.79027
  66.12960,   6.20699,  39.36782, 112.69114
  66.50400,   6.25407,  39.67408, 112.68942
  66.87840,   6.32688,  39.70661, 112.65967
  67.25280,   6.44378,  39.70661, 112.57802
  67.62720,   6.51192,  39.70661, 112.56927
  68.00160,   6.66394,  39.70661, 112.52471
  68.37600,   6.73621,  39.67408, 112.41359
  68.75040,   6.73621,  39.36782, 112.32147
  69.12480,   6.73621,  39.36782, 112.32147
  69.49920,   6.87189,  39.36782, 112.28028
  69.87360,   6.87189,  39.67408, 112.20482
  70.24800,   6.73621,  39.70661, 112.13726
  70.62240,   6.73621,  39.79308, 112.09198
  70.99680,   6.73621,  39.79308, 112.04768
  71.37120,   6.87189,  40.03306, 112.03804
  71.74560,   6.87189,  40.50518, 112.03576
  72.12000,   6.87189,  40.57929, 111.95567
  72.49440,   6.87189,  40.80895, 111.94675
  72.86880,   6.87189,  40.82437, 111.87260
  73.24320,   6.87189,  40.82437, 111.69635
  73.61760,   6.87189,  40.80895, 111.63875
  73.99200,   6.87189,  40.57929, 111.60526
  74.36640,   6.87189,  40.57929, 111.51853
  74.74080,   6.73621,  40.57929, 111.46292
  75.11520,   6.73621,  40.57929, 111.37672
  75.48960,   6.72001,  40.57929, 111.22872
  75.86400,   6.66394,  40.57929, 111.12646
  76.23840,   6.66394,  40.57929, 111.09152
  76.61280,   6.66394,  40.57929, 111.03503
  76.98720,   6.66394,  40.80895, 110.98635
  77.36160,   6.72001,  41.09446, 110.93735
  77.73600,   6.87189,  41.09446, 110.86919
  78.11040,   6.87189,  41.27619, 110.86919
  78.48480,   6.87189,  41.37799, 110.86919
  78.85920,   6.87189,  41.57952, 110.86919
  79.23360,   6.87189,  41.62227, 110.77792
  79.60800,   6.99930,  41.62227, 110.71231
  79.98240,   7.02814,  41.64044, 110.66740
  80.35680,   7.18790,  41.70501, 110.64675
  80.73120,   7.21350,  41.70501, 110.43487
  81.10560,   7.21350,  41.70501, 110.32237
  81.48000,   7.21350,  42.23265, 110.18761
  81.85440,   7.18790,  42.27261, 110.07393
  82.22880,   7.29881,  42.28755, 110.00774
  82.60320,   7.29881,  42.28755, 109.94370
  82.97760,   7.29881,  42.28755, 109.87788
  83.35200,   7.29881,  42.28755, 109.74106
  83.72640,   7.29881,  42.28755, 109.57211
  84.10080,   7.02814,  42.52194, 109.51842
  84.47520,   6.99930,  42.52194, 109.46422
  84.84960,   6.72001,  42.52194, 109.43184
  85.22400,   6.50050,  42.52194, 109.30086
  85.59840,   6.47569,  42.52194, 109.28173
  85.97280,   6.41213,  42.62921, 109.18082
  86.34720,   6.41213,  44.16141, 109.04887
  86.72160,   6.41213,  44.27552, 108.99354
  87.09600,   6.39141,  44.79015, 108.97937
  87.47040,   6.39141,  44.84494, 108.85592
  87.84480,   6.30688,  45.11528, 108.72547
  88.21920,   6.20318,  45.32104, 108.39399
  88.59360,   6.20318,  45.34831, 107.72773
  88.96800,   6.20318,  45.83703, 107.22551
  89.34240,   6.20318,  46.00284, 106.51227
  89.71680,   6.30688,  46.00284, 106.31648
  90.09120,   6.30688,  46.00284, 106.20409
  90.46560,   6.39141,  46.00284, 106.16909
  90.84000,   6.39141,  46.00284, 106.00588
  91.21440,   6.39141,  46.00284, 105.93514
  91.58880,   6.41213,  46.00284, 105.92268
  91.96320,   6.41213,  46.00284, 105.12871
  92.33760,   6.41213,  46.00284, 105.00978
  92.71200,   6.41213,  46.00284, 104.97613
  93.08640,   6.41213,  46.00284, 104.88573
  93.46080,   6.41213,  46.00284, 104.80382
  93.83520,   6.41213,  46.00284, 104.56586
  94.20960,   6.41213,  46.00284, 104.53233
  94.58400,   6.41213,  46.00284, 104.48573
  94.95840,   6.41213,  46.00284, 104.30261
  95.33280,   6.41213,  46.00284, 104.19648
  95.70720,   6.39141,  46.00284, 104.15179
  96.08160,   5.79061,  46.00284, 104.12718
  96.45600,   5.69781,  45.83703, 104.01476
  96.83040,   5.50629,  45.34831, 103.89743
  97.20480,   5.49038,  45.34562, 103.85787
  97.57920,   5.47960,  45.31031, 103.85375
  97.95360,   5.47757,  45.11528, 103.76503
  98.32800,   5.38706,  44.84494, 103.66178
  98.70240,   5.28151,  44.82061, 103.62960
  99.07680,   5.09989,  44.69079, 103.61486
  99.45120,   4.89642,  44.36891, 103.54676
  99.82560,   4.64975,  42.48228, 103.47648
 100.20000,   4.61888,  42.15034, 103.30218
 100.57440,   4.40510,  41.84119, 103.04297
 100.94880,   4.24510,  41.41315, 102.86097
 101.32320,   4.22549,  41.36628, 102.68599
 101.69760,   4.16579,  41.08163, 102.50513
 102.07200,   4.06981,  40.65091, 101.92177
 102.44640,   3.51426,  38.88317, 101.84662
 102.82080,   3.44022,  38.14146,  94.56510
 103.19520,   3.08753,  37.22904,  90.06818
 103.56960,   3.05951,  34.44802,  84.50572
 103.94400,   0.00000,  31.27103,  74.60341
 104.31840,   0.00000,  28.88133,  64.29257
 104.69280,   0.00000,  24.39132,  54.20488
 105.06720,   0.00000,  21.49075,  43.59769
 105.44160,   0.00000,  16.46237,  33.12817
 105.81600,   0.00000,   9.64010,  22.81490
 106.19040,   0.00000,   0.00000,   0.00000
 106.56480,   0.00000,   0.00000,   0.00000
 106.93920,   0.00000,   0.00000,   0.00000
 107.31360,   0.00000,   0.00000,   0.00000
 107.68800,   0.00000,   0.00000,   0.00000
 108.06240,   0.00000,   0.00000,   0.00000
 108.43680,   0.00000,   0.00000,   0.00000
 108.81120,   0.00000,   0.00000,   0.00000
 109.18560,   0.00000,   0.00000,   0.00000
 109.56000,   0.00000,   0.00000,   0.00000
 109.93440,   0.00000,   0.00000,   0.00000
 110.30880,   0.00000,   0.00000,   0.00000
 110.68320,   0.00000,   0.00000,   0.00000
 111.05760,   0.00000,   0.00000,   0.00000
 111.43200,   0.00000,   0.00000,   0.00000
 111.80640,   0.00000,   0.00000,   0.00000
 112.18080,   0.00000,   0.00000,   0.00000
 112.55520,   0.00000,   0.00000,   0.00000
 112.92960,   0.00000,   0.00000,   0.00000
 113.30400,   0.00000,   0.00000,   0.00000
 113.67840,   0.00000,   0.00000,   0.00000
 114.05280,   0.00000,   0.00000,   0.00000
 114.42720,   0.00000,   0.00000,   0.00000
 114.80160,   0.00000,   0.00000,   0.00000
 115.17600,   0.00000,   0.00000,   0.00000
 115.55040,   0.00000,   0.00000,   0.00000
 115.92480,   0.00000,   0.00000,   0.00000
 116.29920,   0.00000,   0.00000,   0.00000
 116.67360,   0.00000,   0.00000,   0.00000
 117.04800,   0.00000,   0.00000,   0.00000
 117.42240,   0.00000,   0.00000,   0.00000
 117.79680,   0.00000,   0.00000,   0.00000
 118.17120,   0.00000,   0.00000,   0.00000
 118.54560,   0.00000,   0.00000,   0.00000
 118.92000,   0.00000,   0.00000,   0.00000
 119.29440,   0.00000,   0.00000,   0.00000
 119.66880,   0.00000,   0.00000,   0.00000
 120.04320,   0.00000,   0.00000,   0.00000
 120.41760,   0.00000,   0.00000,   0.00000
 120.79200,   0.00000,   0.00000,   0.00000
 121.16640,   0.00000,   0.00000,   0.00000
 121.54080,   0.00000,   0.00000,   0.00000
 121.91520,   0.00000,   0.00000,   0.00000
 122.28960,   0.00000,   0.00000,   0.00000
 122.66400,   0.00000,   0.00000,   0.00000
 123.03840,   0.00000,   0.00000,   0.00000
 123.41280,   0.00000,   0.00000,   0.00000
 123.78720,   0.00000,   0.00000,   0.00000
 124.16160,   0.00000,   0.00000,   0.00000
 124.53600,   0.00000,   0.00000,   0.00000
 124.91040,   0.00000,   0.00000,   0.00000
 125.28480,   0.00000,   0.00000,   0.00000
 125.65920,   0.00000,   0.00000,   0.00000
 126.03360,   0.00000,   0.00000,   0.00000
 126.40800,   0.00000,   0.00000,   0.00000
