# time[s], max intensity ch3[AU]
-104.62560, 499.98401,   0.06413
-104.25120, 499.98401,   0.06501
-103.87680, 499.98401,   0.06523
-103.50240, 499.98401,   0.06522
-103.12800, 502.46399,   0.06629
-102.75360, 502.46399,   0.06928
-102.37920, 509.30331,   0.06889
-102.00480, 502.46399,   0.07007
-101.63040, 502.46399,   0.07058
-101.25600, 499.98401,   0.07110
-100.88160, 502.46399,   0.07136
-100.50720, 509.30331,   0.07022
-100.13280, 502.46399,   0.07063
 -99.75840, 499.98401,   0.07090
 -99.38400, 502.46399,   0.07056
 -99.00960, 502.46399,   0.07061
 -98.63520, 502.46399,   0.07080
 -98.26080, 509.30331,   0.07000
 -97.88640, 509.30331,   0.06969
 -97.51200, 509.30331,   0.07082
 -97.13760, 509.30331,   0.07041
 -96.76320, 502.46399,   0.07148
 -96.38880, 502.46399,   0.07245
 -96.01440, 499.98401,   0.07180
 -95.64000, 499.71400,   0.07146
 -95.26560, 499.98401,   0.06231
 -94.89120, 502.46399,   0.05080
 -94.51680, 499.98401,   0.05061
 -94.14240, 499.71400,   0.04896
 -93.76800, 499.71400,   0.05064
 -93.39360, 498.29969,   0.05071
 -93.01920, 498.29969,   0.05022
 -92.64480, 497.90548,   0.05040
 -92.27040, 498.29969,   0.04979
 -91.89600, 498.29969,   0.05015
 -91.52160, 498.29969,   0.05049
 -91.14720, 498.29969,   0.05090
 -90.77280, 498.29969,   0.05088
 -90.39840, 498.29969,   0.05089
 -90.02400, 497.31938,   0.04954
 -89.64960, 497.31938,   0.04934
 -89.27520, 498.29969,   0.05061
 -88.90080, 497.31938,   0.05170
 -88.52640, 497.31938,   0.05212
 -88.15200, 497.31938,   0.05189
 -87.77760, 498.29969,   0.05267
 -87.40320, 497.31938,   0.05267
 -87.02880, 498.29969,   0.05268
 -86.65440, 498.29969,   0.05265
 -86.28000, 497.31938,   0.05312
 -85.90560, 487.87122,   0.05491
 -85.53120, 497.31938,   0.05284
 -85.15680, 497.31938,   0.05343
 -84.78240, 497.31938,   0.05338
 -84.40800, 487.87122,   0.05317
 -84.03360, 487.81160,   0.04925
 -83.65920, 477.04949,   0.04948
 -83.28480, 477.04949,   0.04989
 -82.91040, 477.04949,   0.04889
 -82.53600, 487.81160,   0.04858
 -82.16160, 477.04949,   0.04860
 -81.78720, 477.04949,   0.04939
 -81.41280, 487.81160,   0.04812
 -81.03840, 477.04949,   0.04963
 -80.66400, 477.04949,   0.04993
 -80.28960, 477.04949,   0.05075
 -79.91520, 477.04949,   0.05090
 -79.54080, 475.63741,   0.05056
 -79.16640, 475.63741,   0.05082
 -78.79200, 477.04949,   0.05069
 -78.41760, 487.81160,   0.05124
 -78.04320, 487.81160,   0.05105
 -77.66880, 487.81160,   0.04977
 -77.29440, 487.87122,   0.04922
 -76.92000, 497.31938,   0.04822
 -76.54560, 497.31938,   0.04780
 -76.17120, 497.31938,   0.05094
 -75.79680, 498.86871,   0.05089
 -75.42240, 505.35327,   0.05154
 -75.04800, 505.35327,   0.04973
 -74.67360, 506.45835,   0.04973
 -74.29920, 512.47618,   0.04907
 -73.92480, 512.78553,   0.04897
 -73.55040, 512.78553,   0.04903
 -73.17600, 517.83233,   0.04807
 -72.80160, 512.78553,   0.04838
 -72.42720, 517.83233,   0.04782
 -72.05280, 517.83233,   0.04889
 -71.67840, 512.78553,   0.04941
 -71.30400, 512.78553,   0.04941
 -70.92960, 512.78553,   0.04922
 -70.55520, 512.78553,   0.04828
 -70.18080, 512.78553,   0.04702
 -69.80640, 512.78553,   0.05256
 -69.43200, 512.78553,   0.05259
 -69.05760, 512.47618,   0.05189
 -68.68320, 512.47618,   0.05188
 -68.30880, 506.45835,   0.05252
 -67.93440, 505.89948,   0.05255
 -67.56000, 505.89948,   0.05218
 -67.18560, 505.89948,   0.05108
 -66.81120, 505.35327,   0.05187
 -66.43680, 505.35327,   0.05360
 -66.06240, 482.61087,   0.05639
 -65.68800, 505.35327,   0.05337
 -65.31360, 505.35327,   0.05260
 -64.93920, 505.89948,   0.05173
 -64.56480, 506.45835,   0.05307
 -64.19040, 505.89948,   0.05392
 -63.81600, 505.35327,   0.05441
 -63.44160, 505.35327,   0.05481
 -63.06720, 505.35327,   0.05456
 -62.69280, 505.35327,   0.05464
 -62.31840, 505.35327,   0.05394
 -61.94400, 505.35327,   0.05457
 -61.56960, 505.35327,   0.05311
 -61.19520, 505.35327,   0.05360
 -60.82080, 505.35327,   0.05414
 -60.44640, 505.89948,   0.05330
 -60.07200, 505.35327,   0.05351
 -59.69760, 495.87810,   0.05370
 -59.32320, 495.87810,   0.05340
 -58.94880, 495.87810,   0.05321
 -58.57440, 495.87810,   0.05501
 -58.20000, 495.87810,   0.05582
