# time[s], intensity[AU], normalized std
 217.38720,   0.00000,   0.00000
 217.76160,   0.00000,   0.00000
 218.13600,   0.00000,   0.00000
 218.51040,   0.00000,   0.00000
 218.88480,   0.00000,   0.00000
 219.25920,   0.00000,   0.00000
 219.63360,   0.00000,   0.00000
 220.00800,   0.00000,   0.00000
 220.38240,   0.00000,   0.00000
 220.75680,   0.00000,   0.00000
 221.13120,   0.00000,   0.00000
 221.50560,   0.00000,   0.00000
 221.88000,   0.00000,   0.00000
 222.25440,   0.00000,   0.00000
 222.62880,   0.00000,   0.00000
 223.00320,   0.00000,   0.00000
 223.37760,   0.00000,   0.00000
 223.75200,   0.00000,   0.00000
 224.12640,   0.00000,   0.00000
 224.50080,   0.00000,   0.00000
 224.87520,   0.00000,   0.00000
 225.24960,   0.00000,   0.00000
 225.62400,   0.00000,   0.00000
 225.99840,   0.00000,   0.00000
 226.37280,   0.00000,   0.00000
 226.74720,   0.00000,   0.00000
 227.12160,   0.00000,   0.00000
 227.49600,   0.00000,   0.00000
 227.87040,   0.00000,   0.00000
 228.24480,   0.00000,   0.00000
 228.61920,   0.00000,   0.00000
 228.99360,   0.00000,   0.00000
 229.36800,   0.00000,   0.00000
 229.74240,   0.00000,   0.00000
 230.11680,   0.00000,   0.00000
 230.49120,   0.00000,   0.00000
 230.86560,   0.00000,   0.00000
 231.24000,   0.00000,   0.00000
 231.61440,   0.00000,   0.00000
 231.98880,   0.00000,   0.00000
 232.36320,   0.00000,   0.00000
 232.73760,   0.00000,   0.00000
 233.11200,   0.00000,   0.00000
 233.48640,   0.00000,   0.00000
 233.86080,   0.00000,   0.00000
 234.23520,   0.00000,   0.00000
 234.60960,   0.00000,   0.00000
 234.98400,   0.00000,   0.00000
 235.35840,   0.00000,   0.00000
 235.73280,   0.00000,   0.00000
 236.10720,   0.00000,   0.00000
 236.48160,   0.00000,   0.00000
 236.85600,   0.00000,   0.00000
 237.23040,   0.00000,   0.00000
 237.60480,   0.00000,   0.00000
 237.97920,   0.00000,   0.00000
 238.35360,   0.00000,   0.00000
 238.72800,   0.00000,   0.00000
 239.10240,   0.00000,   0.00000
 239.47680,   0.00000,   0.00000
 239.85120,   0.00000,   0.00000
 240.22560,   0.00000,   0.00000
 240.60000,   0.00000,   0.00000
 240.97440,   0.00000,   0.00000
 241.34880,   0.00000,   0.00000
 241.72320,   0.00000,   0.00000
 242.09760,   0.00000,   0.00000
 242.47200,   0.00000,   0.00000
 242.84640,   0.00000,   0.00000
 243.22080,   0.00000,   0.00000
 243.59520,   0.00000,   0.00000
 243.96960,   0.00000,   0.00000
 244.34400,   0.00000,   0.00000
 244.71840,   0.00000,   0.00000
 245.09280,   0.00000,   0.00000
 245.46720,   0.00000,   0.00000
 245.84160,   0.00000,   0.00000
 246.21600,   0.00000,   0.00000
 246.59040,   0.00000,   0.00000
 246.96480,   0.00000,   0.00000
 247.33920,   0.00000,   0.00000
 247.71360,   0.00000,   0.00000
 248.08800,   0.00000,   0.00000
 248.46240,   0.00000,   0.00000
 248.83680,   0.00000,   0.00000
 249.21120,   0.00000,   0.00000
 249.58560,   0.00000,   0.00000
 249.96000,   0.00000,   0.00000
 250.33440,   0.00000,   0.00000
 250.70880,   0.00000,   0.00000
 251.08320,   0.00000,   0.00000
 251.45760,   0.00000,   0.00000
 251.83200,   0.00000,   0.00000
 252.20640,   0.00000,   0.00000
 252.58080,   0.00000,   0.00000
 252.95520,   0.00000,   0.00000
 253.32960,   0.00000,   0.00000
 253.70400,   0.00000,   0.00000
 254.07840,   0.00000,   0.00000
 254.45280,   0.00000,   0.00000
 254.82720,   0.00000,   0.00000
 255.20160,   0.00000,   0.00000
 255.57600,   0.00000,   0.00000
 255.95040,   0.00000,   0.00000
 256.32480,   0.00000,   0.00000
 256.69920,   0.00000,   0.00000
 257.07360,   0.00000,   0.00000
 257.44800,   0.00000,   0.00000
 257.82240,   0.00000,   0.00000
 258.19680,   0.00000,   0.00000
 258.57120,   0.00000,   0.00000
 258.94560,   0.00000,   0.00000
 259.32000,   0.00000,   0.00000
 259.69440,   0.00000,   0.00000
 260.06880,   0.00000,   0.00000
 260.44320,   0.00000,   0.00000
 260.81760,   0.00000,   0.00000
 261.19200,   0.00000,   0.00000
 261.56640,   0.00000,   0.00000
 261.94080,   0.00000,   0.00000
 262.31520,   0.00000,   0.00000
 262.68960,   0.00000,   0.00000
 263.06400,   0.00000,   0.00000
 263.43840,   0.00000,   0.00000
 263.81280,   0.00000,   0.00000
 264.18720,   0.00000,   0.00000
 264.56160,   0.00000,   0.00000
 264.93600,   0.00000,   0.00000
 265.31040,   0.00000,   0.00000
 265.68480,   0.00000,   0.00000
 266.05920,   0.00000,   0.00000
 266.43360,   0.00000,   0.00000
 266.80800,   0.00000,   0.00000
 267.18240,   0.00000,   0.00000
 267.55680,   0.00000,   0.00000
 267.93120,   0.00000,   0.00000
 268.30560,   0.00000,   0.00000
 268.68000,   0.00000,   0.00000
 269.05440,   0.00000,   0.00000
 269.42880,   0.00000,   0.00000
 269.80320,   0.00000,   0.00000
 270.17760,   0.00000,   0.00000
 270.55200,   0.00000,   0.00000
 270.92640,   0.00000,   0.00000
 271.30080,   0.00000,   0.00000
 271.67520,   0.00000,   0.00000
 272.04960,   0.00000,   0.00000
 272.42400,   0.00000,   0.00000
 272.79840,   0.00000,   0.00000
 273.17280,   0.00000,   0.00000
 273.54720,   0.00000,   0.00000
 273.92160,   0.00000,   0.00000
 274.29600,   0.00000,   0.00000
 274.67040,   0.00000,   0.00000
 275.04480,   0.00000,   0.00000
 275.41920,   0.00000,   0.00000
 275.79360,   0.00000,   0.00000
 276.16800,   0.00000,   0.00000
 276.54240,   0.00000,   0.00000
 276.91680,   0.00000,   0.00000
 277.29120,   0.00000,   0.00000
 277.66560,   0.00000,   0.00000
 278.04000,   0.00000,   0.00000
 278.41440,   0.00000,   0.00000
 278.78880,   0.00000,   0.00000
 279.16320,   0.00000,   0.00000
 279.53760,   0.00000,   0.00000
 279.91200,   0.00000,   0.00000
 280.28640,   0.00000,   0.00000
 280.66080,   0.00000,   0.00000
 281.03520,   0.00000,   0.00000
 281.40960,   0.00000,   0.00000
 281.78400,   0.00000,   0.00000
 282.15840,   0.00000,   0.00000
 282.53280,   0.00000,   0.00000
 282.90720,   0.00000,   0.00000
 283.28160,   0.00000,   0.00000
 283.65600,   0.00000,   0.00000
 284.03040,   0.00000,   0.00000
 284.40480,   0.00000,   0.00000
 284.77920,   0.00000,   0.00000
 285.15360,   0.00000,   0.00000
 285.52800,   0.00000,   0.00000
 285.90240,   0.00000,   0.00000
 286.27680,   0.00000,   0.00000
 286.65120,   0.00000,   0.00000
 287.02560,   0.00000,   0.00000
 287.40000,   0.00000,   0.00000
